"date","title","time","class"
"25 November 2019","Kinerja Penerimaan Perpajakan Loyo, Ini Penyebabnya","17:16 WIB","Negative"
"25 November 2019","Harga Avtur Pertamina Mahal, Menhub Akan Undang Pemasok Swasta","15:42 WIB","Negative"
"25 November 2019","Toyota Gelontorkan Rp 28 Triliun untuk Investasi Mobil Listrik Pada 2020","15:22 WIB","Positive"
"25 November 2019","Gaji Direksi dan Komisaris Rp 3,2 Miliar Per Bulan, Ini Kata Pertamina","14:54 WIB","Neutral"
"25 November 2019","Agar Terhindar dari Investasi Bodong, Simak 2 Caranya","14:38 WIB","Neutral"
"25 November 2019","Dalam International CX Awards 2019, Telkom Sabet 3 Kategori Penghargaan","14:18 WIB","Positive"
"25 November 2019","IMF: Kesehatan Ekonomi China Penting untuk Dunia","14:12 WIB","Negative"
"25 November 2019","Investasi Ilegal Marak, OJK Ingatkan Masyarakat untuk Ingat 2L","14:03 WIB","Negative"
"25 November 2019","Biayai Proyek Infrastruktur, IIF Terbitkan Obligasi Rp 3 Triliun","13:35 WIB","Positive"
"25 November 2019","Binomo Investasi Bodong? Ini Kata Bappebti dan Satgas Waspada Investasi","13:03 WIB","Neutral"
"25 November 2019","Dapat Penghargaan Lagi, Sri Mulyani Ajak Masyarakat Awasi APBN","12:21 WIB","Positive"
"25 November 2019","Perang Dagang, AS Pilih Impor dari Vietnam","10:14 WIB","Negative"
"25 November 2019","Awal Pekan, Bagaimana Nasib Rupiah Hari Ini?","09:28 WIB","Neutral"
"25 November 2019","Untuk Investasi, Pilih Emas Batangan atau Perhiasan? Cek Ini","08:40 WIB","Neutral"
"25 November 2019","Total Harta Orang Kaya Dunia Merosot Rp 5.432 Triliun","08:09 WIB","Neutral"
"25 November 2019","[POPULER MONEY] Ahok Upaya Jokowi Berperang Lawan Mafia | Penutupan Daftar CPNS","05:39 WIB","Positive"
"26 November 2019","Ramai Beli Dollar AS untuk Liburan Akhir Tahun, Rupiah Loyo","18:28 WIB","Negative"
"26 November 2019","Genjot Ekspor Perikanan, RI Mau Gandeng Portugal","17:18 WIB","Positive"
"26 November 2019","Ini Prediksi Ekonom soal Kurs Rupiah pada 2020","16:26 WIB","Neutral"
"26 November 2019","Dukung Program Mobil Listrik, Pertamina Akan Rambah Bisnis Baterai","15:38 WIB","Positive"
"26 November 2019","Kinerja Mandiri Baru Akan Keok jika Rupiah Tembus Rp 37.000 Per Dollar AS","15:23 WIB","Neutral"
"26 November 2019","Garuda Sebut Tak Ada Kenaikan Harga Tiket Saat Natal dan Tahun Baru","15:23 WIB","Positive"
"26 November 2019","Pertumbuhan Ekonomi RI Stagnan di 5 Persen, Ini 3 Solusinya","15:19 WIB","Negative"
"26 November 2019","Kesetaraan Gender Bisa Dongkrak Pertumbuhan Ekonomi RI, Ini 7 Caranya","15:00 WIB","Positive"
"26 November 2019","Ekonomi Loyo pada 2020, Ini Sektor yang Dinilai Bisa Bertahan","14:35 WIB","Negative"
"26 November 2019","Pemerintah Tak Yakin Indonesia Bakal Resesi akibat Perekonomian Global","14:26 WIB","Positive"
"26 November 2019","Bea Cukai Lelang 19 Mobil Subaru Awal Desember, Harga Mulai Rp 80 Juta","14:17 WIB","Neutral"
"26 November 2019","Kesetaraan Gender di Perusahaan Bisa Berkontribusi ke Pertumbuhan Ekonomi Nasional","14:13 WIB","Positive"
"26 November 2019","Indef Prediksi Ekonomi Indonesia Hanya Tumbuh 4,8 Persen pada 2020","13:26 WIB","Negative"
"26 November 2019","Beragam Cara agar Bisa Meraih Uang Rp 80 Miliar Lewat Investasi","13:03 WIB","Neutral"
"26 November 2019","Bulog Rambah Bisnis Online, Kini Beli Beras Bisa via Daring","12:48 WIB","Positive"
"26 November 2019","Sri Mulyani Ungkap Alasan Ekonomi Tumbuh 7 Persen Sulit Tercapai","12:30 WIB","Negative"
"26 November 2019","Startup Terus Bakar Uang, Waspadai Bubble Ekonomi","10:48 WIB","Negative"
"26 November 2019","Hot Money Serbu Indonesia, hingga Akhir Tahun Rupiah Diprediksi Menguat","10:40 WIB","Positive"
"26 November 2019","Hari Ini Harga Emas Antam Turun Rp 4.000","10:18 WIB","Positive"
"26 November 2019","Rupiah Pagi Menguat Tipis","09:27 WIB","Positive"
"26 November 2019","Penerimaan Pajak Diperkirakan Kurang Rp 140 Triliun, Apa Sebabnya?","07:14 WIB","Negative"
"26 November 2019","[POPULER MONEY] Ahok Lulusan S3 Mako Brimob | Pertamina soal Gaji Rp 3,2 Miliar","05:39 WIB","Neutral"
"27 November 2019","Dicecar BBM Satu Harga, Menteri ESDM Minta Anggota DPR Awasi Distribusi","20:35 WIB","Positive"
"27 November 2019","Danareksa Luncurkan Reksa Dana Saham Syariah","18:11 WIB","Positive"
"27 November 2019","Menteri Pertanian RI: Impor Memang Tidak Haram, tetapi…","18:02 WIB","Negative"
"27 November 2019","Genjot Penyaluran Kredit, Bank Mantap Terbitkan Obligasi Rp 1 Triliun","17:53 WIB","Positive"
"27 November 2019","Jelang Akhir 2019, PGN Kembali Raih Banyak Penghargaan","17:50 WIB","Positive"
"27 November 2019","Rupiah Melemah, Terdorong Aksi Investor Borong Dollar AS","17:35 WIB","Negative"
"27 November 2019","Bank Permata Salurkan Kredit Rp 1 Triliun Melalui Kredivo","16:13 WIB","Positive"
"27 November 2019","Rahasia ID Photobook, Sukses Bisnis Cetak Foto di Tengah Disrupsi Digital","16:07 WIB","Neutral"
"27 November 2019","Terbesar, Freeport Sumbang PNBP Rp 4,2 Triliun","15:37 WIB","Positive"
"27 November 2019","Tahun Ini, Penyaluran Kredit Fintech Diprediksi Tembus Rp 45 Triliun","14:30 WIB","Positive"
"27 November 2019","Disaksikan Jokowi, BKPM-Hyundai Teken Investasi Rp 21,8 triliun ke RI","14:16 WIB","Positive"
"27 November 2019","Mentan Lepas Ekspor 7.700 Ton Pakan Ternak ke Filipina","13:59 WIB","Positive"
"27 November 2019","Lelang Sukuk, Pemerintah Kantongi Rp 7,9 Triliun","12:54 WIB","Positive"
"27 November 2019","Plafon Penyaluran KUR BRI Tahun Depan Rp 120 Triliun","11:59 WIB","Positive"
"27 November 2019","Sedihnya Sri Mulyani Saat Tahu Ciputra Telah Berpulang...","11:12 WIB","Neutral"
"27 November 2019","Mengenang Ciputra, Konglomerat RI dengan Kekayaan Rp 18,3 Triliun","11:09 WIB","Neutral"
"27 November 2019","Ekspor Mi Instan dan Produk Terigu Capai Rp 8,7 Triliun","10:57 WIB","Positive"
"27 November 2019","Ciputra Tutup Usia, Saham CTRA Bergerak di Zona Hijau","10:27 WIB","Positive"
"27 November 2019","Dibuka Melemah, Rupiah Diproyeksikan Menguat karena Optimisme Global","09:32 WIB","Positive"
"27 November 2019","Harga Emas Antam Naik Rp 2.000, Ini Daftar Lengkapnya","09:09 WIB","Negative"
"28 November 2019","Pergerakan Rupiah Terbatas, Ada Pengaruh Trump Teken UU Hong Kong","19:55 WIB","Neutral"
"28 November 2019","Platform Digital Ini Tawarkan Biaya Umrah Mulai Rp 14 Juta, Tertarik?","19:27 WIB","Neutral"
"28 November 2019","Di Depan Para CEO, Sri Mulyani Paparkan Poin-poin Omnibus Law Perpajakan","17:12 WIB","Positive"
"28 November 2019","Bagaimana Kelanjutan Konglomerasi Bisnis Ciputra Group?","16:35 WIB","Neutral"
"28 November 2019","Teten Masduki Sedih Urus Masalah Impor Cangkul","15:22 WIB","Negative"
"28 November 2019","Temui Wamen BUMN, Dirjen Perhubungan Udara Mau Bahas Harga Avtur?","14:37 WIB","Positive"
"28 November 2019","Bisnis Kapal Tongkang Dongkrak Pendapatan Pelita Samudera Shipping","11:33 WIB","Positive"
"28 November 2019","Jokowi Sebut Pertumbuhan Ekonomi Akhir Tahun Ini Lebih Rendah dari Target","11:28 WIB","Negative"
"28 November 2019","Astra Investasi Rp 200 Miliar untuk Rampungkan Rest Area Mewah di Tol Semarang-Solo","10:30 WIB","Positive"
"28 November 2019","Ditjen Pajak Telisik Pemilik Saldo Tabungan Rp 1 Miliar ke Atas","10:27 WIB","Positive"
"28 November 2019","Rencana Kerja Sama Hong Kong dan AS Berpotensi Tekan Laju Rupiah","09:55 WIB","Positive"
"28 November 2019","Harga Emas Antam Turun Rp 1.000","09:44 WIB","Positive"
"29 November 2019","Bulog: Beras untuk Bencana Alam Senilai Rp 39 Miliar Belum Dibayar","22:00 WIB","Negative"
"29 November 2019","Pengusaha Minta Kejelasan soal Aturan Angkutan Ekspor dan Impor","21:32 WIB","Positive"
"29 November 2019","Dukung Ekonomi Digital, Xendit Sediakan Sistem Pembayaran Berkualitas","21:14 WIB","Positive"
"29 November 2019","Sah, Angkasa Pura II Genggam 6,01 Persen Saham BIJB","20:30 WIB","Positive"
"29 November 2019","Akhir 2019, Pegadaian Target Penjualan Emas Capai Rp 3,3 Triliun","19:20 WIB","Positive"
"29 November 2019","Fasilitasi Pemasaran UKM Lokal, Konsorsium Parara Bakal Adakan Festival","18:17 WIB","Neutral"
"29 November 2019","Rupiah Ditutup Melemah, Pasar Khawatir Kesepakatan Dagang Terhambat","18:01 WIB","Negative"
"29 November 2019","Arisan Emas Pegadaian, Ini Keunggulannya","17:43 WIB","Neutral"
"29 November 2019","Ini 2 Calon Kuat Pembeli Saham Bank Permata","15:20 WIB","Positive"
"29 November 2019","OJK Sebut Duniatex Punya Utang hingga Rp 22 Triliun","13:35 WIB","Negative"
"29 November 2019","Stabilitas Sektor Keuangan Tetap Terjaga di Tengah Gejolak Ekonomi Global","12:48 WIB","Positive"
"29 November 2019","Erick Thohir Ingin Pelabuhan Benoa Bisa Jadi Kawasan Terpadu Kelas Dunia","11:04 WIB","Positive"
"29 November 2019","Dibuka Melemah, Rupiah Akan Terpengaruh Ketidakpastian Perang Dagang","10:31 WIB","Negative"
"29 November 2019","Harga Emas Antam Tetap Rp 744.000 Per Gram","10:12 WIB","Neutral"
"29 November 2019","Ketidakpastian Global, Ini Tiga Kunci BI Jaga Stabilitas Ekonomi","08:50 WIB","Negative"
"29 November 2019","Jokowi Berambisi Perbaiki Kinerja Ekonomi, Ini Strategi-strateginya","08:21 WIB","Positive"
"29 November 2019","Airlangga: Biodiesel 30 Persen Bisa Hemat Devisa Impor Rp 112 Triliun","07:13 WIB","Positive"
"29 November 2019","Jokowi: Saya Tahu Siapa yang Suka Impor Minyak","06:28 WIB","Negative"
"30 November 2019","Ingin Bisnis Berkembang? Perhatikan Tiga Hal Ini","16:26 WIB","Neutral"
"30 November 2019","Hari Ini Harga Emas Antam Rp 747.000 Per Gram","12:33 WIB","Neutral"
"30 November 2019","Ini Investasi yang Cocok buat Milenial dan Generasi Z","10:13 WIB","Neutral"
"30 November 2019","Antam Luncurkan Produk Emas Bezel Motif Batik, Minat?","09:33 WIB","Positive"
"30 November 2019","Bagaimana GrabWheels Membawa Dampak Ekonomi","07:11 WIB","Neutral"
"30 November 2019","[POPULER MONEY] Jokowi Soal Impor Minyak | Sri Mulyani Sebar Surat Cinta Nadiem","06:06 WIB","Neutral"
"01 Desember 2019","Analis Prediksi IHSG Bisa Sentuh Level 5.524, Ini Penyebabnya","21:00 WIB","Negative"
"01 Desember 2019","Renyahnya Laba Bisnis Jamur Crispy...","16:00 WIB","Neutral"
"01 Desember 2019","Simak Tips Terhindar dari Investasi Bodong Berkedok Perkebunan","09:30 WIB","Neutral"
"01 Desember 2019","Nelayan Keluhkan Harga Jual Lobster Murah, Ini Jawaban Susi","07:21 WIB","Negative"
"02 Desember 2019","Inflasi Stabil, Rupiah Masih Dibayangi Kesepakatan Dagang AS dan China","17:35 WIB","Positive"
"02 Desember 2019","Berbisnis Hampir Mirip dengan Main Game, Kenapa Begitu?","16:57 WIB","Neutral"
"02 Desember 2019","Wapres: Sanitasi yang Baik Berpengaruh ke Kualitas SDM Unggul","16:53 WIB","Positive"
"02 Desember 2019","BI Masih Yakin Ekonomi RI Tumbuh 5,1-5,5 Persen pada 2020","15:59 WIB","Positive"
"02 Desember 2019","Di DPR, Erick Thohir Sentil Gaya Bisnis Garuda Indonesia","15:42 WIB","Positive"
"02 Desember 2019","Penerapan ERP 2020 Akan Gunakan Tarif Progresif, jika...","15:38 WIB","Positive"
"02 Desember 2019","Ini 8 BUMN yang Disuntik PMN oleh Pemerintah Rp 17,7 Triliun","14:53 WIB","Positive"
"02 Desember 2019","Dari Usaha Produk Sanitasi, Suharniyati Raup Omzet Rp 5 Juta Per Bulan","14:37 WIB","Neutral"
"02 Desember 2019","Valuasi OVO Rp 41 Triliun, Berapa yang Diraup Lippo jika Melepas 70 Persen Saham?","14:37 WIB","Positive"
"02 Desember 2019","Komitmen Sediakan Wifi Berkualitas, Telkom Raih Penghargaan di London","13:39 WIB","Positive"
"02 Desember 2019","Harga Beras Naik Tipis pada November 2019, BPS Sebut Masih Stabil","13:35 WIB","Negative"
"02 Desember 2019","Awal Pekan, Harga Emas Antam Turun Rp 1.000","10:39 WIB","Positive"
"02 Desember 2019","Melemah, Rupiah Senin Pagi Tembus Level Rp 14.100 Per Dollar AS","10:02 WIB","Negative"
"02 Desember 2019","Investor Asing Banyak Lepas Saham, Apa Sebabnya?","08:40 WIB","Negative"
"03 Desember 2019","OJK : Ada Sejumlah Hambatan Investasi di Proyek Infrastruktur","19:31 WIB","Negative"
"03 Desember 2019","Rupiah Ditutup Menguat Tipis, Analis Sebut Masih Ada Potensi Melemah","17:36 WIB","Neutral"
"03 Desember 2019","Satgas Waspada Investasi Tindak 182 Investasi Bodong","17:23 WIB","Negative"
"03 Desember 2019","Setelah OVO, Kini Lippo Group Lepas Saham First Media, Mengapa?","15:27 WIB","Positive"
"03 Desember 2019","Bangun Infrastruktur Berkelanjutan, RI Butuh Dana Rp 6.000 Triliun","13:08 WIB","Positive"
"03 Desember 2019","Penjualan Ritel Hong Kong Semakin Terpuruk","12:42 WIB","Negative"
"03 Desember 2019","Ledakan Bom di Monas Tak Pengaruhi Pergerakan IHSG","10:55 WIB","Negative"
"03 Desember 2019","Terpengaruh Trump, Rupiah Pagi Melemah","10:37 WIB","Negative"
"03 Desember 2019","Hari Ini, Harga Emas Antam Naik Rp 1.000","10:11 WIB","Negative"
"03 Desember 2019","Erick Thohir Bingung Saat Tahu Semua BUMN Punya Bisnis Hotel","05:18 WIB","Negative"
"04 Desember 2019","Dongkrak Inovasi Mahasiswa lewat Kompetisi Ide Bisnis","21:05 WIB","Positive"
"04 Desember 2019","Ekspor Minyak Venezuela Melonjak, Berkat Penjualan ke Asia","20:04 WIB","Positive"
"04 Desember 2019","Tiga Produk Impor Ini Berpotensi Rugikan Industri Dalam Negeri","19:17 WIB","Negative"
"04 Desember 2019","Rupiah Ditutup Menguat ke Rp 14.105 Per Dollar AS","17:53 WIB","Positive"
"04 Desember 2019","Menteri KKP: Ongkos Angkut Garam 5 Kali Lebih Mahal dari Harga Garam","14:30 WIB","Negative"
"04 Desember 2019","Kinerja Inovatif, Wadirut BCA Raih Penghargaan Marketeer of The Year","14:13 WIB","Positive"
"04 Desember 2019","Berbeda dengan Susi, Edhy Buka Peluang Ekspor dan Budidaya Lobster","13:45 WIB","Negative"
"04 Desember 2019","Erik Thohir Raih Penghargaan Special International Recognition on Marketing 2019","13:22 WIB","Positive"
"04 Desember 2019","Amankan Permodalan, BTN Sekuritisasi Aset KPR Rp 2 Triliun","12:51 WIB","Positive"
"04 Desember 2019","PGN Manfaatkan TIK untuk Kembangkan Bisnis dan Infrastruktur Gas Bumi","11:57 WIB","Positive"
"04 Desember 2019","IHSG Dibuka Melemah Terdorong Sentimen Kebijakan Trump","11:03 WIB","Negative"
"04 Desember 2019","Hari Ini Harga Emas Antam Naik Rp 6.000","10:59 WIB","Negative"
"04 Desember 2019","Dibuka Melemah, Rupiah Diproyeksikan Tertekan Sepanjang Hari Ini","09:13 WIB","Negative"
"04 Desember 2019","[POPULER MONEY] Erick Thohir Bingung Banyak BUMN Punya Bisnis Hotel | Onderdil Harley di Pesawat Garuda","06:52 WIB","Neutral"
"04 Desember 2019","Bea dan Cukai Sita Sepeda Brompton dari Pesawat Garuda, Berapa Harganya?","05:35 WIB","Negative"
"05 Desember 2019","Harley Selundupan Ari Ashkara Bekas, Dirjen Bea Cukai: Jelas-jelas Tidak Boleh Diimpor","21:17 WIB","Negative"
"05 Desember 2019","DPR Dorong Penurunan Harga Gas untuk Industri","21:12 WIB","Positive"
"05 Desember 2019","Indonesia Punya Potensi Ekspor Plastik hingga 9 Juta Ton","20:25 WIB","Positive"
"05 Desember 2019","Layanan Jasa Logistik Kirimin.co.id Rambah Pasar Ekspor","18:00 WIB","Positive"
"05 Desember 2019","Data Ekonomi AS Mengecewakan, Rupiah Ditutup Menguat","17:39 WIB","Positive"
"05 Desember 2019","Sri Mulyani: Kerugian Negara akibat Kasus Harley Ilegal Rp 1,5 Miliar","17:17 WIB","Negative"
"05 Desember 2019","Erick Thohir: Saya Lebih Ahli Korporasi Dibandingkan Agama","16:06 WIB","Neutral"
"05 Desember 2019","Menhub: Garuda Mau Turunkan Harga Tiket 30 Persen di Hari Senin-Kamis","14:51 WIB","Positive"
"05 Desember 2019","Ekonomi Melambat, Harta Orang-orang Terkaya RI Ini Justru Bertambah","13:29 WIB","Negative"
"05 Desember 2019","Rupiah Diproyeksikan Menguat Menyusul Negosiasi Dagang China dan AS","12:34 WIB","Positive"
"05 Desember 2019","Kemenkeu Sudah Rampungkan Dokumen Perpajakan Untuk Realisasi UU Omnibus Law","11:33 WIB","Positive"
"05 Desember 2019","Investasi Obligasi dan Saham Tahun 2020 Masih Cerah","11:08 WIB","Positive"
"05 Desember 2019","Sudah Tepatkah Kebijakan Menteri Edhy Buka Ekspor Benih Lobster?","10:09 WIB","Negative"
"05 Desember 2019","Hari Ini, Harga Emas Antam Turun Rp 1.000","09:41 WIB","Positive"
"05 Desember 2019","JK : Ekonomi Lesu, Presiden Tidak Boleh Pesimistis","08:42 WIB","Negative"
"05 Desember 2019","Chatib Basri : Kebijakan Fiskal dan Moneter Kurang Efektif Atasi Perlambatan Ekonomi","08:08 WIB","Negative"
"05 Desember 2019","Pemerintah : Perekonomian Sepanjang 2019 Suram","06:33 WIB","Negative"
"05 Desember 2019","[POPULER MONEY] Harga Brompton yang tak Dideclare ke Bea Cukai | Lippo Karawaci Jual Aset","06:00 WIB","Neutral"
"05 Desember 2019","Cerita Bos Samsung Indonesia yang Uangnya Macet di Jiwasraya Rp 8,2 Miliar","05:18 WIB","Negative"
"06 Desember 2019","Freeport Kucurkan Rp 7,5 Miliar Per Tahun ke Persipura","20:03 WIB","Positive"
"06 Desember 2019","Ledakan Digital Jadi Pendorong Perekonomian RI Tahun Depan","18:48 WIB","Positive"
"06 Desember 2019","First Media Siapkan Dana Rp 1,5 Triliun untuk Ekspansi ke Tujuh Kota","18:28 WIB","Positive"
"06 Desember 2019","Menteri Edhy akan Izinkan Ekspor Benih Lobster, Ini Kata Apindo","18:04 WIB","Negative"
"06 Desember 2019","China Mulai Melunak, Rupiah Ditutup Menguat","17:26 WIB","Positive"
"06 Desember 2019","PHRI Berharap Harga Tiket Pesawat Kembali Murah","15:41 WIB","Positive"
"06 Desember 2019","Punya Kekayaan Rp 8,8 Triliun, CEO Apple Pilih Tetap Hidup Sederhana","12:13 WIB","Neutral"
"06 Desember 2019","Cara Membeli Saham Tepat Waktu","11:11 WIB","Neutral"
"06 Desember 2019","Rupiah Diproyeksikan Akan Menguat Terbatas","10:42 WIB","Positive"
"06 Desember 2019","Hari Ini, Harga Emas Antam Turun  Rp 1.000","10:24 WIB","Positive"
"06 Desember 2019","Lakukan 4 Hal Ini Saat Bisnis Anda Gagal","07:50 WIB","Neutral"
"06 Desember 2019","Pelaku Usaha Makanan dan Minuman Kemasan Ingin Daur Ulang Sampah","05:12 WIB","Positive"
"08 Desember 2019","Satgas Waspada Investasi: Bisnis Perkebunan Berisiko Tinggi","15:18 WIB","Negative"
"08 Desember 2019","Ini Cara Warren Buffett dalam Memilih Saham","08:13 WIB","Neutral"
"09 Desember 2019","Dompet Dhuafa Targetkan Kumpulkan Dana Rp 450 Miliar","21:33 WIB","Positive"
"09 Desember 2019","Seludupkan Harley dan Brompton, Garuda Harus Bayar Sanksi Rp 100 Juta","18:23 WIB","Negative"
"09 Desember 2019","Kemenhub : Subsidi Avtur Diharapkan Bisa Turunkan Harga Tiket Pesawat","17:58 WIB","Positive"
"09 Desember 2019","Transaksi Saat Harbolnas 2019 Ditargetkan Tembus Rp 8 Triliun","16:00 WIB","Positive"
"09 Desember 2019","Pertamina Diskon Harga Avtur 20 Persen Hingga 31 Januari 2020","15:39 WIB","Positive"
"09 Desember 2019","Didorong SUN, BI Optimistis Rupiah Akhir Tahun Bergerak Stabil","15:19 WIB","Positive"
"09 Desember 2019","Mendag: Pengajuan Izin Pedagang E-Commerce Tidak Dipungut Biaya Sepeserpun","13:24 WIB","Positive"
"09 Desember 2019","Asing Jual Saham, Akankah Kinerja IHSG Negatif ?","13:11 WIB","Negative"
"09 Desember 2019","Ekonom: Ekonomi RI Stabil, Dipicu Ibu Rumah Tangga Doyan Belanja","13:04 WIB","Positive"
"09 Desember 2019","Selama 43 Tahun, BTN Telah Salurkan KPR Rp 300 Triliun","12:30 WIB","Positive"
"09 Desember 2019","Efek Domino Perang Dagang AS-China ke Ekonomi Indonesia","12:26 WIB","Negative"
"09 Desember 2019","Ekspor China Melemah, Harga Minyak Dunia Turun","11:37 WIB","Positive"
"09 Desember 2019","Hartanya Tembus Rp 19 Triliun, Ciliandra Paling Muda di Daftar Orang Terkaya Indonesia","11:35 WIB","Neutral"
"09 Desember 2019","Awali Pekan, Harga Emas Antam Turun Rp 3.000","09:36 WIB","Positive"
"09 Desember 2019","Menguat, Rupiah Pagi Dekati Rp 14.000 Per Dollar AS","09:13 WIB","Positive"
"09 Desember 2019","AS Hukum Ericsson Bayar Denda Rp 14 Triliun, Apa Sebabnya?","07:08 WIB","Neutral"
"09 Desember 2019","Perang Dagang, Kinerja Ekspor China Kembali Anjlok","06:38 WIB","Negative"
"09 Desember 2019","Diterpa Kasus Harley Davidson, Bagaimana Nasib Saham Garuda?","06:08 WIB","Negative"
"10 Desember 2019","Faisal Basri: SUN Dikuasai Asing, Pemerintah Jadi Dalang Ketidakpastian Ekonomi","19:16 WIB","Negative"
"10 Desember 2019","Genjot Investasil, Pemerintah Usulkan Bangun 19 Kawasan Industri","18:50 WIB","Positive"
"10 Desember 2019","Perkuat Ekonomi Pedesaan, Telkom Gelar Program Pelatihan Keterampilan","18:48 WIB","Positive"
"10 Desember 2019","Faisal Basri: Larangan Ekspor Benih Lobster Dicabut, Sudah Gila Itu","17:46 WIB","Negative"
"10 Desember 2019","Harta Istri Pendiri Gudang Garam Lenyap Rp 36,4 Triliun, Mengapa?","17:40 WIB","Neutral"
"10 Desember 2019","Luhut: Investasi Indonesia Banyak dari China","16:25 WIB","Positive"
"10 Desember 2019","Apindo Proyeksikan Pertumbuhan Ekonomi RI 2020 di Kisaran 4,85 Persen","13:54 WIB","Negative"
"10 Desember 2019","Jokowi: 34 Tahun Enggak Bisa Bangun Kilang Minyak, Kebangetan","12:16 WIB","Negative"
"10 Desember 2019","Harga Emas Antam Kembali Turun","11:49 WIB","Positive"
"10 Desember 2019","Lagi, PGN Raih Penghargaan LHKPN dari KPK","11:18 WIB","Positive"
"10 Desember 2019","Masih Utang Rp 1,8 Triliun, Aset Duniatex Bakal Dijual Bank Mandiri","10:47 WIB","Positive"
"10 Desember 2019","Kembali Menguat, Rupiah Pagi Berada di Bawah Rp 14.000 Per Dollar AS","10:08 WIB","Positive"
"10 Desember 2019","Omnibus Law, Jurus Sakti Jokowi Dongkrak Ekonomi Indonesia","08:05 WIB","Positive"
"11 Desember 2019","Dari Pinjaman Rp 3 Juta Tanpa Jaminan, Kini Anis Raup Omzet Rp 50 Juta Per Bulan","20:35 WIB","Neutral"
"11 Desember 2019","Revisi Proyeksi Sebelumnya, Bank Dunia: Pertumbuhan Ekonomi Indonesia 2019 Hanya 5 Persen","20:07 WIB","Negative"
"11 Desember 2019","Wishnutama: Startup Asing Harus Investasi di Indonesia","19:11 WIB","Positive"
"11 Desember 2019","Produsen Daging Sapi Olahan Rambah Bisnis Logistik Berbasis Digital","18:07 WIB","Positive"
"11 Desember 2019","Komitmen Jokowi Bongkar Kendala Investasi, Dimulai Menkumham dari Pelabuhan Marunda","16:45 WIB","Positive"
"11 Desember 2019","Mengintip Para Pemilik Saham Garuda Indonesia","16:11 WIB","Neutral"
"11 Desember 2019","2019, Bank Mandiri Telah Kucurkan Dana ke Startup Rp 980 Miliar","16:07 WIB","Positive"
"11 Desember 2019","Bank Dunia: Kerugian RI akibat Kebakaran Hutan Capai Rp 72,95 Triliun","15:15 WIB","Negative"
"11 Desember 2019","ADB Turunkan Proyeksi Pertumbuhan Ekonomi Kawasan Asia, Bagaimana Indonesia?","12:26 WIB","Negative"
"11 Desember 2019","Dibuka Melemah, Ini Proyeksi Rupiah Hari Ini","09:51 WIB","Negative"
"11 Desember 2019","Harga Emas Antam Naik Rp 1.000, Ini Daftar Lengkapnya","09:16 WIB","Negative"
"11 Desember 2019","Erick Thohir Bakal Lebur Bisnis Perhotelan BUMN, Apa Dampaknya?","07:40 WIB","Neutral"
"11 Desember 2019","Akulaku Bidik Pembiayaan Rp 6 Triliun pada 2020","07:00 WIB","Positive"
"11 Desember 2019","Susi Pudjiastuti soal Ekspor Benih Lobster: Astagfirullah, Tak Boleh Kita Kufur...","06:58 WIB","Neutral"
"11 Desember 2019","Erick Thohir Akan Lebur Bisnis Sampingan BUMN, dari Hotel hingga Rumah Sakit","06:33 WIB","Positive"
"12 Desember 2019","Hingga November 2019, Investree Salurkan Dana Rp 2,4 Triliun","22:00 WIB","Positive"
"12 Desember 2019","Bangkok Bank Caplok Bank Permata Rp 37,4 Triliun","21:30 WIB","Positive"
"12 Desember 2019","Edhy Prabowo: Bagi yang Tak Setuju Ekspor Benih Lobster, Oke Kita Hormati","19:13 WIB","Neutral"
"12 Desember 2019","PT Bukit Asam Tbk Boyong 2 Penghargaan Sekaligus di GCG Award","15:53 WIB","Positive"
"12 Desember 2019","Setelah Filipina, Isuzu Bidik Ekspor ke 20 Negara","15:11 WIB","Positive"
"12 Desember 2019","Dubes Uni Eropa Sebut Tak Ada Larangan Impor Minyak Sawit RI","13:17 WIB","Negative"
"12 Desember 2019","Pergerakan Rupiah Akan Terdorong Dua Sentimen Eksternal","10:18 WIB","Negative"
"12 Desember 2019","Hari Ini Harga Emas Antam Naik Rp 6.000 Per Gram","09:33 WIB","Negative"
"12 Desember 2019","Pekerjaan Terkait Artificial Intelligence Tawarkan Gaji hingga Rp 1,9 Miliar Per Tahun","07:58 WIB","Neutral"
"12 Desember 2019","Hari Ini Presiden Jokowi Resmikan Jalan Tol Layang Terpanjang di Indonesia","05:40 WIB","Positive"
"13 Desember 2019","Rupiah Perkasa di Akhir Pekan, Ini Penyebabnya","20:00 WIB","Positive"
"13 Desember 2019","8 Bisnis Pertamina di Luar Migas, dari Minimarket sampai Jualan AC","18:36 WIB","Neutral"
"13 Desember 2019","Investasi Pengolahan Mahal, Pengusaha Pilih Ekspor Rumput Laut Mentah","17:21 WIB","Positive"
"13 Desember 2019","Pengusaha Jepang Diajak Manfaatkan Peluang Bisnis di RI","17:16 WIB","Positive"
"13 Desember 2019","Erick Thohir Minta Bos BUMN yang Masih Rugi Gunakan Penerbangan Kelas Ekonomi","16:07 WIB","Neutral"
"13 Desember 2019","Wacana Pencabutan Larangan Ekspor Benih Lobster, Ini Kata Kadin","15:38 WIB","Negative"
"13 Desember 2019","Kepala BPS: Ekonomi 2020 Bakal Buram","15:01 WIB","Negative"
"13 Desember 2019","Harbolnas, Shopee Raih Omzet Rp 1,3 Triliun dalam Waktu 24 Jam","14:42 WIB","Positive"
