"date","title","time","class"
"07 September 2019","Penting! Perhatikan Hal Ini Sebelum Investasi Emas","06:15 WIB","Neutral"
"07 September 2019","Fakta di Balik Gojek Vs Bos Taksi Malaysia, Nomor 8 Perparah Polemik","06:13 WIB","Negative"
"07 September 2019","Selalu Impor, Singapura Pun Ingin Swasembada Pangan","06:06 WIB","Positive"
"08 September 2019","Mulai September, 9 Terminal Petikemas Terapkan Sistem Online","19:36 WIB","Positive"
"08 September 2019","Penjelasan Lengkap Pengusaha soal Pelarangan Ekspor Nikel","15:22 WIB","Positive"
"08 September 2019","Harga Jet Pribadi Selangit? Ini Dia 10 Orang Pemiliknya","14:09 WIB","Neutral"
"08 September 2019","Harga Minyak Mentah RI Turun USD4,05/Barel Akibat Perang Dagang AS-China","12:08 WIB","Negative"
"08 September 2019","Uang Kamu Habis? Intip 10 Bisnis Tanpa Modal yang Besar Ini","10:02 WIB","Neutral"
"09 September 2019","Menteri Susi Beberkan Sukses Kembalikan Anggaran APBN Rp9,4 Triliun","21:46 WIB","Positive"
"09 September 2019","Masukan World Bank biar Investasi di RI Tambah 'Cantik'","20:51 WIB","Positive"
"09 September 2019","Menguat, Rupiah Kian Dekati Level Rp14.000 per USD","17:28 WIB","Positive"
"09 September 2019","Perang Dagang AS-China Berdampak Negatif pada Harga Sawit dan Batu Bara RI","17:15 WIB","Negative"
"09 September 2019","Belum Direstui, Merpati Batal Terbang Tahun Ini","16:38 WIB","Negative"
"09 September 2019","Seharian Menguat, IHSG Ditutup di 6.326","16:27 WIB","Positive"
"09 September 2019","Minggu Ini, Negara-Negara Penghasil Minyak Dunia Pertimbangkan Pangkas Produksi","14:10 WIB","Positive"
"09 September 2019","Kementan Tidak Tebang Pilih soal Investasi dan Swasembada Gula","14:09 WIB","Positive"
"09 September 2019","DPR Setujui Kenaikan Anggaran Menko Luhut Jadi Rp350,79 Miliar di 2020","13:16 WIB","Positive"
"09 September 2019","Bergerak Positif, IHSG Jeda Sesi I Menguat ke 6.322","12:48 WIB","Positive"
"09 September 2019","Menko Luhut Minta Tambahan Anggaran Rp79,2 Miliar pada 2020","12:40 WIB","Positive"
"09 September 2019","Indonesia Eksportir Sarang Burung Walet Nomor Satu di Dunia","10:53 WIB","Positive"
"09 September 2019","Rupiah Semakin Menguat, Pagi Ini di Level Rp14.091/USD","09:23 WIB","Positive"
"09 September 2019","Betah di Zona Hijau, IHSG Dibuka Menguat ke 6.329","09:12 WIB","Positive"
"09 September 2019","Harga Terus Turun, Kini Emas Antam Dijual 'Murah' Rp758.000/Gram","08:58 WIB","Positive"
"09 September 2019","IHSG Diprediksi Mixed, Cermati Menu Saham Hari Ini","07:48 WIB","Negative"
"09 September 2019","Para Miliarder Pemilik Jet Pribadi dengan Harga Selangit","07:04 WIB","Neutral"
"09 September 2019","Memulai Bisnis Bisa Tanpa Uang, Ini Buktinya","05:08 WIB","Neutral"
"10 September 2019","Wall Street Dibuka Lesu di Tengah Ketakutan Pertumbuhan Ekonomi Dunia","20:58 WIB","Negative"
"10 September 2019","Dengar Keluhan Pengusaha, Pemerintah Permudah Ekspor Mebel","20:38 WIB","Positive"
"10 September 2019","Ekspor Produk Kayu Turun Imbas Perang Dagang, Darmin: Kita Belum Manfaatkan Pasar AS yang Besar","20:25 WIB","Negative"
"10 September 2019","Lirik 4 Cara Jitu Pasarkan Bisnismu di Medsos","19:09 WIB","Neutral"
"10 September 2019","Jatuh Bangun, IHSG Ditutup Menguat di 6.336","16:26 WIB","Positive"
"10 September 2019","Bolak-balik Disuspensi, Perdagangan Saham PICO Kembali Disetop","14:56 WIB","Negative"
"10 September 2019","IHSG Jeda Sesi I Menguat Tipis 0,04% ke 6.329","12:26 WIB","Positive"
"10 September 2019","8 Daerah Ini Juaranya Pengekspor Tomat, Nomor 1 Tak Disangka-sangka","11:51 WIB","Positive"
"10 September 2019","Buat Bisnis Travel Online dan Offline? Ini Jawaban Hary Tanoe","10:17 WIB","Neutral"
"10 September 2019","Turun Lagi, Harga Emas Antam Dijual Rp754.000/Gram","09:36 WIB","Positive"
"10 September 2019","Tancap Gas, IHSG Dibuka Menguat ke 6.336","09:19 WIB","Positive"
"10 September 2019","Rupiah Naik Sedikit ke Level Rp14.027/USD","09:05 WIB","Positive"
"10 September 2019","Dolar AS Melemah Tertekan Menguatnya Euro","08:38 WIB","Positive"
"10 September 2019","Harga Minyak Naik 2% Merespons Komitmen Putra Raja Salman","08:10 WIB","Negative"
"10 September 2019","Kilau Emas Berjangka Meredup meski Dolar AS Tertekan","07:27 WIB","Positive"
"11 September 2019","Pertamina Beri Isyarat Ada Kompensasi Lanjutan untuk Korban Tumpahan Minyak Karawang","21:27 WIB","Negative"
"11 September 2019","Seperti di Balikpapan, Pertamina Bisa Digugat soal Tumpahan Minyak Karawang?","21:23 WIB","Negative"
"11 September 2019","Soal Tumpahan Minyak di Karawang, Pertamina Wajib Lapor ke DPR Tiap Minggu","20:33 WIB","Negative"
"11 September 2019","BJ Habibie Buat Rupiah Perkasa ke Rp6.500/USD di Tengah Krisis Moneter","20:18 WIB","Positive"
"11 September 2019","Proyek 2 PLTU di NTT dan Sulawesi Utara Telan Biaya Rp8 Triliun","20:13 WIB","Positive"
"11 September 2019","BJ Habibie Meninggal Dunia, Ini 5 Kebijakan Ekonomi yang Ditinggalkan","20:04 WIB","Neutral"
"11 September 2019","Kenang BJ Habibie, Presiden Jokowi: Soal Ekonomi Beliau Selalu Kasih Solusinya","19:20 WIB","Neutral"
"11 September 2019","Diisukan Resesi Ekonomi, Bos OJK: Permodalan Indonesia Masih Kuat","18:55 WIB","Positive"
"11 September 2019","Usai Ekspor 50 Unit, Inka Kembali Kirim 200 Kereta ke Bangladesh","18:31 WIB","Positive"
"11 September 2019","Jokowi Ingin Ada Perbaikan Ekosistem Investasi","18:16 WIB","Positive"
"11 September 2019","Perang Dagang Mulai Mereda, Rupiah Malah Lesu ke Rp14.060/USD","17:48 WIB","Negative"
"11 September 2019","PHE ONWJ Cairkan Kompensasi Tahap Awal Rp18,54 Miliar untuk Korban Tumpahan Minyak","17:46 WIB","Positive"
"11 September 2019","DPR Panggil ESDM hingga Pertamina Bahas Tumpahan Minyak di Karawang","17:19 WIB","Negative"
"11 September 2019","Balik Arah, IHSG Ditutup Meroket ke 6.381","16:30 WIB","Positive"
"11 September 2019","Penduduk Asean Capai 600 Juta, Bukti Kekuatan Besar Ekonomi Dunia","12:50 WIB","Positive"
"11 September 2019","Jeda Makan Siang, IHSG Melemah Tipis ke 6.331","12:23 WIB","Negative"
"11 September 2019","Ekonomi Dunia Lesu, Presiden: Ini Justru Peluang bagi Insinyur Asean","11:56 WIB","Negative"
"11 September 2019","Rp4,6 triliun Disiapkan untuk Kembangkan 5 Kawasan Pariwisata Super Prioritas","11:51 WIB","Positive"
"11 September 2019","Sebut Ekonomi Dunia Sedang Tak Ramah, Presiden Beberkan Alasannya","11:46 WIB","Negative"
"11 September 2019","Presiden Jokowi Raih Penghargaan The AFEO Distinguished Honorary Patron Award","11:38 WIB","Positive"
"11 September 2019","Kebutuhan Impor AS USD96 Miliar, Presiden: Kenapa Ekspor Funitur Kita Malah Turun?","11:09 WIB","Negative"
"11 September 2019","Harga Emas Antam Terus Turun, Hari Ini Dijual Rp751.000/Gram","09:33 WIB","Positive"
"11 September 2019","Rupiah Bergerak Melemah 14 Poin ke Rp14.066 per USD","09:22 WIB","Negative"
"11 September 2019","IHSG Dibuka Negatif ke Level 6.334","09:12 WIB","Negative"
"11 September 2019","Menanti Hasil Bank Sentral Eropa, Dolar AS Menguat","08:36 WIB","Positive"
"11 September 2019","Bos Razer Habiskan Rp101,18 Miliar untuk Dukung E-Sports di Singapura","08:31 WIB","Positive"
"11 September 2019","Turun, Harga Emas Berjangka di Level USD1.499,2/Ounce","08:10 WIB","Positive"
"11 September 2019","Dorong Perekonomian Jatim, MNC Group Hadirkan Oakwood Hotel and Residence Surabaya","08:01 WIB","Positive"
"11 September 2019","Sikapi Keputusan Presiden Donald Trump, Harga Minyak Turun Tipis","07:39 WIB","Positive"
"11 September 2019","Saham Teknologi Melemah, Wall Street Berakhir Mixed","07:20 WIB","Negative"
"12 September 2019","Temui Jack Ma 5 Kali, Menkominfo Terus Rayu Alibaba untuk Investasi di RI","18:52 WIB","Positive"
"12 September 2019","Hilirisasi Jadi Alasan Pemerintah Larang Ekspor Nikel hingga Timah","18:47 WIB","Positive"
"12 September 2019","IHSG Terperosok, Rupiah Malah Menguat ke Rp13.994/USD","17:17 WIB","Negative"
"12 September 2019","IHSG Ditutup Semakin Terperosok ke 6.342","16:16 WIB","Negative"
"12 September 2019","Ekonomi Global Diambang Resesi, Sri Mulyani: Tak Perlu Khawatir","15:59 WIB","Negative"
"12 September 2019","72 UU Terkait Investasi Sudah Usang, dari Zaman Belanda hingga Overlapping","15:01 WIB","Negative"
"12 September 2019","Sri Mulyani: Jangan Harap Ada Satria Piningit yang Siap Selesaikan Permasalahan Ekonomi","14:15 WIB","Positive"
"12 September 2019","Sukses Berbisnis Bukan Kunci Jadi Jutawan, 2 Hal Ini Ternyata Rahasianya","13:58 WIB","Neutral"
"12 September 2019","Sri Mulyani: Setiap Cuitan Trump Pengaruhi Proyeksi Ekonomi","13:50 WIB","Negative"
"12 September 2019","Rahasia BJ Habibie Kuatkan Rupiah, dari Rp15.000 Jadi Rp6.500/USD","12:56 WIB","Positive"
"12 September 2019","IHSG Balik Melemah ke 6.358 pada Jeda Sesi I","12:23 WIB","Negative"
"12 September 2019","Harga Emas Antam Naik Seribu Jadi Rp752.000/Gram","09:45 WIB","Negative"
"12 September 2019","IHSG Melesat ke Level 6.409","09:25 WIB","Positive"
"12 September 2019","Menanti Kebijakan Bank Sentral Eropa, Rupiah Menguat Tipis ke Rp14.050/USD","09:16 WIB","Positive"
"12 September 2019","Harga Emas Berjangka Naik Menjelang Pertemuan Bank Sentral Eropa","08:31 WIB","Negative"
"12 September 2019","Dolar Menguat Ditopang Positifnya Data Ekonomi AS","07:58 WIB","Positive"
"12 September 2019","OPEC Waspadai Melimpahnya Stok Minyak Mentah pada 2020","07:32 WIB","Negative"
"12 September 2019","Wall Street Meroket Didukung Naiknya Saham Apple hingga 3,2%","07:28 WIB","Positive"
"13 September 2019","Pemerintah dan Pengusaha Akan Ekspor Barang Ritel ke AS","19:08 WIB","Positive"
"13 September 2019","Kementerian ESDM Terbitkan Izin Penambahan Ekspor Freepot Jadi 700 Ribu Ton","17:46 WIB","Positive"
"13 September 2019","Rupiah Bahagia di Rp13.960 per USD, saat IHSG Tergelincir","17:27 WIB","Negative"
"13 September 2019","Sambut Akhir Pekan, IHSG Malah Tergelincir ke 6.334","16:15 WIB","Negative"
"13 September 2019","Menko Darmin: Revisi 77 UU soal Investasi Akan Selesai Dalam Satu Bulan","15:27 WIB","Positive"
"13 September 2019","Kereta Semicepat Jakarta-Surabaya Bakal Ancam Bisnis Garuda Cs","15:21 WIB","Negative"
"13 September 2019","Tiga Bandara Sayembara Telan Investasi Rp300 Miliar","15:16 WIB","Positive"
"13 September 2019","Rupiah Terus Menguat, Menko Darmin: Memang Arahnya Begitu","15:00 WIB","Positive"
"13 September 2019","Bakal Pimpin KPK, Ini Daftar Kekayaan Firli Bahuri Rp18,2 Miliar","14:52 WIB","Neutral"
"13 September 2019","IPO, Itama Ranoraya Patok Harga Saham Rp50","14:27 WIB","Positive"
"13 September 2019","Bertahan di Zona Hijau, IHSG Sesi I Menguat ke 6.343","12:22 WIB","Positive"
"13 September 2019","Gaya Hidup Tinggi Bikin China Impor Besar-besaran","10:18 WIB","Positive"
"13 September 2019","Naik, Harga Emas Antam Dijual Rp753.000 per Gram","09:37 WIB","Negative"
"13 September 2019","IHSG Balik Menguat ke 6.366 pada Pembukaan Perdagangan","09:26 WIB","Positive"
"13 September 2019","Terus Menguat, Rupiah Pagi Ini di Level Rp13.950/USD","09:20 WIB","Positive"
"13 September 2019","Harga Emas Berjangka Naik di Tengah Tekanan Dolar AS","08:12 WIB","Negative"
"13 September 2019","Bank Sentral Eropa Pangkas Suku Bunga, Dolar AS Lesu","07:55 WIB","Positive"
"13 September 2019","Harga Minyak Jatuh Usai Keputusan Bank Sentral Eropa","07:41 WIB","Positive"
"13 September 2019","Resep Rahasia Habibie Atasi Rupiah dari Rp15.000/USD ke Rp6.500/USD","05:13 WIB","Positive"
"14 September 2019","Kisah Raja Minyak Amerika Serikat, Petik 8 Kunci Suksesnya","18:09 WIB","Neutral"
"14 September 2019","Ini Isi Peternakan Mewah Milik Raja Minyak Pickens Seharga Rp3,5 Triliun","18:07 WIB","Neutral"
"14 September 2019","Cukai Naik 23%, Gappri: Harus Setor Hampir Rp200 Triliun, Itu di Luar Nalar Kami","15:11 WIB","Negative"
"14 September 2019","Turun! Cek Harga Emas Antam Hari Ini","12:08 WIB","Positive"
"14 September 2019","Harga Pangan Hari ini, Cabai Merah Turun tapi Cabai Rawit Naik","11:20 WIB","Negative"
"14 September 2019","Jelang Masa Jabatan Habis, Ini Gaya Pamitan Para Menteri Ekonomi","06:08 WIB","Neutral"
"15 September 2019","Penampakan 22 Kereta Made in Indonesia yang Diekspor ke Bangladesh","17:36 WIB","Positive"
"15 September 2019","Strategi agar RI Masuk Top 5 Ekonomi Dunia","16:18 WIB","Positive"
"15 September 2019","September, Bulan Sibuk Jokowi Bereskan Masalah Investasi RI yang Ruwet","15:31 WIB","Negative"
"15 September 2019","Bagaimana Nasib Harga Minyak Pasca-Kilang Aramco Diserang Drone?","13:16 WIB","Negative"
"15 September 2019","Dua Kilang Minyak Aramco Diserang Drone, Arab Pangkas Produksi Migas","12:01 WIB","Negative"
"16 September 2019","Indonesia Beri Prioritas Impor Beras hingga Daging Kerbau dari India","21:58 WIB","Positive"
"16 September 2019","Kemenhub Dapat Tambahan Anggaran Rp441,5 Miliar di 2020, Ini Rinciannya","21:39 WIB","Positive"
"16 September 2019","Neraca Dagang Agustus Surplus, BI: Memperkuat Ketahanan Eksternal Ekonomi RI","21:17 WIB","Positive"
"16 September 2019","Neraca Perdagangan Agustus Surplus Tipis, Ini Jawaban Sri Mulyani","21:03 WIB","Positive"
"16 September 2019","Wall Street Dibuka Melemah Imbas Serangan di Ladang Minyak Arab Saudi","21:01 WIB","Negative"
"16 September 2019","Komisi XI DPR Setujui RKAKL Kemenkeu Sebesar Rp43,5 Triliun","19:16 WIB","Positive"
"16 September 2019","Ibu Kota Pindah, Apa Saja Potensi Investasi di Kalimantan Timur?","19:07 WIB","Positive"
"16 September 2019","Usai Serangan Houthi, Arab Saudi Upayakan Pulihkan Produksi Minyak","18:32 WIB","Negative"
"16 September 2019","Cukai Naik 23%, Saham Rokok Tak Lagi Menarik untuk Jangka Panjang?","18:17 WIB","Negative"
"16 September 2019","Soal Investasi, Kepala Bappenas: Yang Senang Hanya Pulau Jawa","18:12 WIB","Negative"
"16 September 2019","Tak Berdaya, Rupiah Melemah di Rp14.042/USD","17:24 WIB","Negative"
"16 September 2019","IHSG dari Pagi hingga Sore Tampil Babak Belur, Ada Apa?","17:04 WIB","Negative"
"16 September 2019","Gara-Gara Bandara Komodo, Menhub Minta Tambahan Anggaran Jadi Rp43,1 Triliun","16:41 WIB","Positive"
"16 September 2019","Ekonomi RI Tak Lagi Dikuasai Para Konglomerat","16:34 WIB","Positive"
"16 September 2019","IHSG Anjlok 115,4 Poin ke 6.219,43","16:26 WIB","Negative"
"16 September 2019","Lagi-Lagi, ICP dan Lifting Minyak 2020 Diubah","15:58 WIB","Neutral"
"16 September 2019","Asap Indonesia Mulai Ganggu Roda Ekonomi Malaysia","15:00 WIB","Negative"
"16 September 2019","2 Obat Mujarab Gairahkan Ekonomi Indonesia","14:48 WIB","Positive"
"16 September 2019","Cukai Naik 23%, 3 Saham Rokok Ini Terjatuh dan 1 Selamat","14:47 WIB","Negative"
"16 September 2019","Omnibus Law ala Jokowi, Babat 74 Undang-Undang demi Investasi","14:20 WIB","Positive"
"16 September 2019","Dari Keresahan, CEO The Ridge Wallet Bangun Bisnis Tanpa Utang","14:12 WIB","Positive"
"16 September 2019","Jokowi Sebut Resesi Ekonomi Global Akan Terjadi 1,5 Tahun ke Depan","13:32 WIB","Negative"
"16 September 2019","Ekonomi RI Gampang Masuk Angin, Kok Bisa?","13:25 WIB","Negative"
"16 September 2019","Resesi Bayangi Ekonomi, Jokowi: Kita Harus Siapkan Diri","12:43 WIB","Negative"
"16 September 2019","IHSG Turun hingga 1,82% pada Jeda Makan Siang","12:23 WIB","Negative"
"16 September 2019","Neraca Perdagangan RI Surplus Tipis USD85,1 Juta pada Agustus 2019","12:05 WIB","Positive"
"16 September 2019","Impor RI Capai USD14,2 Miliar, Turun 15%","11:48 WIB","Positive"
"16 September 2019","Ekspor RI Turun Hampir 10% Jadi USD14,2 Miliar pada Agustus 2019","11:30 WIB","Negative"
"16 September 2019","Utang Luar Negeri Indonesia Kian Membengkak, Tembus Rp5.534 Triliun per Juli","10:50 WIB","Negative"
"16 September 2019","Neraca Perdagangan Agustus Diproyeksi Surplus USD177 Juta","10:27 WIB","Positive"
"16 September 2019","Perdana di BEI, Saham Bhakti Agung Propertindo Naik 20%","10:05 WIB","Positive"
"16 September 2019","Perlambatan Ekonomi China Vs Banjirnya Pengusaha Milenial","09:45 WIB","Neutral"
"16 September 2019","Melemah 1,77%, IHSG Dibuka Merah ke 6.222","09:31 WIB","Negative"
"16 September 2019","Rupiah Kembali Merosot ke Level Rp14.000 per USD","09:24 WIB","Negative"
"16 September 2019","Rilis Neraca Perdagangan, Bagaimana Laju Ekspor-Impor di Agustus 2019?","09:14 WIB","Neutral"
"16 September 2019","Harga Emas Antam Naik Rp8.000","09:02 WIB","Negative"
"16 September 2019","Harga Minyak Meroket 15% Usai Fasilitas Minyak Arab Saudi Diserang","08:17 WIB","Negative"
"16 September 2019","Hari Ini, IHSG Berpotensi Kembali Menguat ke Level 6.400","07:34 WIB","Positive"
"16 September 2019","Resesi Ekonomi dan Kemunculan Satria Piningit, Ini Fakta Menariknya","07:21 WIB","Negative"
"16 September 2019","Fakta di Balik Kebijakan Fenomenal Habibie di Bidang Ekonomi","06:36 WIB","Positive"
"16 September 2019","Meredanya Perang Dagang Bawa Angin Segar bagi Pasar Saham","05:45 WIB","Positive"
"17 September 2019","BPK Temukan Pemborosan Rp275,19 Miliar oleh PLN","21:10 WIB","Negative"
"17 September 2019","Kesulitan Bappebti untuk Kembangkan Jual Beli Emas Digital","20:48 WIB","Negative"
"17 September 2019","BPK Temukan Potensi Kerugian Rp25,43 Miliar dari Perjalanan Dinas","20:36 WIB","Negative"
"17 September 2019","Harga Minyak Naik 15%, Menko Darmin: Itu Masuk Akal Saja","20:31 WIB","Negative"
"17 September 2019","Selain Omnibus Law, Pemerintah Benahi Masalah Perpajakan hingga Izin Ekspor Impor","20:16 WIB","Positive"
"17 September 2019","Sri Mulyani Sebut Omnibus Law Perizinan Investasi Mencakup Aturan Pusat hingga Daerah","19:03 WIB","Positive"
"17 September 2019","Tak Punya Izin, Lapak Pedagang Emas Digital Bakal Ditutup","18:55 WIB","Negative"
"17 September 2019","Wokee Seru Bonus Saldo Pembukaan Rekening Rp25 Ribu","18:37 WIB","Positive"
"17 September 2019","Penyebabnya Maraknya Investasi Emas Digital Bodong","18:23 WIB","Negative"
"17 September 2019","Tips Beli Emas Digital, Bisa Dicicil Lalu Dijual Lagi","17:48 WIB","Positive"
"17 September 2019","Rupiah Ditutup Melemah Balik ke Rp14.100/USD","17:16 WIB","Negative"
"17 September 2019","IHSG Ditutup Menguat Tipis ke 6.236","16:21 WIB","Positive"
"17 September 2019","Sri Mulyani dan 3 Menkeu Tulis Artikel soal Ekonomi Kekinian di Koran","16:19 WIB","Positive"
"17 September 2019","Revisi Aturan Penghambat Investasi, Pendapatan Daerah Berkurang?","16:07 WIB","Negative"
"17 September 2019","20 Negara Terbaik di Dunia untuk Berinvestasi, Indonesia Nomor Berapa Ya?","15:42 WIB","Neutral"
"17 September 2019","11 Saham Perusahaan Energi yang Harganya Meroket akibat Serangan Drone","15:29 WIB","Positive"
"17 September 2019","Ada Dolar Singapura Terbaru Edisi Terbatas, Ingin Memilikinya?","14:58 WIB","Neutral"
"17 September 2019","Menko Darmin Panggil Kemendagri hingga Bos BKPM Bahas Revisi 74 UU soal Investasi","14:55 WIB","Positive"
"17 September 2019","BPK Temukan 14.965 Masalah Senilai Rp10,35 Triliun di IHPS I-2019","13:54 WIB","Negative"
"17 September 2019","Menghijau, IHSG Sesi I Balik Menguat ke Level 6.223","12:26 WIB","Positive"
"17 September 2019","Anggaran Subsidi Rumah Murah Rp8,6 Triliun Cair Pekan Depan","10:56 WIB","Positive"
"17 September 2019","IPO, Saham Startup Telefast Indonesia Naik 50%","10:10 WIB","Positive"
"17 September 2019","Melemah 0,39%, Rupiah di Level Rp14.097 per USD","09:22 WIB","Negative"
"17 September 2019","Di Zona Merah, IHSG Dibuka Negatif ke 6.209","09:13 WIB","Negative"
"17 September 2019","Harga Emas Antam Hari Ini Masih Rp753.000 per Gram","08:45 WIB","Positive"
"17 September 2019","Saham Perusahaan Rokok Tumbang, Bagaimana IHSG Hari Ini?","08:23 WIB","Negative"
"17 September 2019","Serangan Fasilitas Minyak Arab Saudi Bikin Harga Emas Berjangka Naik","07:55 WIB","Negative"
"17 September 2019","Penjualan Ritel Meningkat, Dolar AS Menguat","07:43 WIB","Positive"
"17 September 2019","Harga Minyak Melonjak, Brent Dipatok USD69,02 per Barel","07:30 WIB","Negative"
"17 September 2019","Pasca-Serangan Fasilitas Minyak Arab Saudi, Wall Street Bergerak Lesu","07:26 WIB","Negative"
"18 September 2019","10 Gedung Keagamaan Termahal di Dunia, Nomor 1 Nilainya Rp1.400 Triliun","22:04 WIB","Neutral"
"18 September 2019","Imbas Serangan Drone, Investor Akan Lari ke Emas dan Obligasi Pemerintah","21:01 WIB","Negative"
"18 September 2019","Menteri Basuki Usul Anggaran Rumah Subsidi Ditambah Rp1,5 Triliun","19:44 WIB","Positive"
"18 September 2019","Ini Prediksi Sri Mulyani soal RDG BI dan Ekonomi RI Kuartal III-2019","18:59 WIB","Neutral"
"18 September 2019","Rupiah Menguat di Rp14.066/USD, Investor Pantau Pertemuan The Fed","17:40 WIB","Positive"
"18 September 2019","Demi Pindah Ibu Kota, Setengah Aset Negara di Jakarta Rp550 Triliun Siap Disewakan ke Swasta","16:58 WIB","Positive"
"18 September 2019","IHSG Ditutup Menguat 40 Poin ke 6.276,63","16:30 WIB","Positive"
"18 September 2019","Tren Investasi Emas Digital, soal Fluktuasi Harga Bagaimana?","16:01 WIB","Positive"
"18 September 2019","Jalan Tol Layang Terpanjang di RI Dipastikan Bisa Dilintasi saat Natal dan Tahun Baru","14:44 WIB","Positive"
"18 September 2019","Japek Elevated Jadi Tol Layang Terpanjang di Indonesia","13:43 WIB","Positive"
"18 September 2019","Jeda Makan Siang, IHSG Semakin Menguat ke 6.265","12:19 WIB","Positive"
"18 September 2019","Penampakan Rumah Masa Kecil Donald Trump, Dilelang Rp40 Miliar","11:39 WIB","Neutral"
"18 September 2019","Kilang Minyak Saudi Aramco Diserang Drone, Apa Dampaknya ke Harga BBM?","10:49 WIB","Negative"
"18 September 2019","Naik Rp4.000, Harga Emas Antam Kini Dijual Rp757.000/Gram","09:33 WIB","Negative"
"18 September 2019","Libas Dolar AS, Rupiah Pagi Ini Perkasa di Rp14.077/USD","09:17 WIB","Positive"
"18 September 2019","IHSG Dibuka Menguat Tipis ke 6.244","09:09 WIB","Positive"
"18 September 2019","Kekuatan IHSG Belum Berakhir, Cermati Saham Pilihan Hari Ini","08:36 WIB","Positive"
"18 September 2019","Harga Emas Terus Naik, Investor Cari Aset Aman","08:24 WIB","Negative"
"18 September 2019","Dolar AS Lesu Jelang Keputusan The Fed","08:14 WIB","Positive"
"18 September 2019","Arab Klaim Pasokan Pulih, Harga Minyak Anjlok 6%","07:57 WIB","Positive"
"18 September 2019","Saham Perusahaan Energi Ini Meroket Imbas Serangan Drone","07:33 WIB","Positive"
"19 September 2019","Wall Street Dibuka Menguat Ditopang Saham-Saham Energi dan Turunnya Fed Rate","21:23 WIB","Positive"
"19 September 2019","MNC Sekuritas Resmikan Galeri Investasi BEI di Unrika","20:01 WIB","Positive"
"19 September 2019","Benarkah Ekonomi Indonesia Terancam Resesi? Ini Kata Gubernur BI","19:26 WIB","Negative"
"19 September 2019","Gubernur BI Beberkan Rahasia Rupiah Tetap Perkasa di 2019","19:22 WIB","Positive"
"19 September 2019","Perjalanan 10 Kapal Pesiar Mewah Dunia, Harga Tiket Ratusan Juta","18:11 WIB","Neutral"
"19 September 2019","BI Turunkan Suku Bunga Acuan, Rupiah Bergerak Mixed di Rp14.060/USD","17:36 WIB","Negative"
"19 September 2019","Harga Minyak Dunia Sempat Naik 15%, Gubernur BI: Tidak Terlalu Berpengaruh","17:31 WIB","Positive"
"19 September 2019","IHSG Ditutup Melemah ke 6.244, Hampir Seharian di Zona Merah","16:20 WIB","Negative"
"19 September 2019","Gubernur BI Buka-bukaan Ekonomi Dunia Semakin Tertekan","16:17 WIB","Negative"
"19 September 2019","Dari 16 Bisnis Ini, Pengusaha RI-Asean Bidik Transaksi Rp1 Triliun","15:54 WIB","Positive"
"19 September 2019","Transformasi Bisnis dari Hero Group, Perseroan Investasi Rp 500 Miliar","15:39 WIB","Positive"
"19 September 2019","Hero Supermarket Casa Domaine Sediakan Produk Impor dan Lokal Berkualitas","15:17 WIB","Positive"
"19 September 2019","Kondisi Global Kurang Menguntungkan, BI: Ekonomi RI 2019 di Bawah Titik Tengah","15:05 WIB","Negative"
"19 September 2019","Sepanjang September 2019, Rupiah Bikin Dolar 'Bertekuk Lutut'","14:52 WIB","Positive"
"19 September 2019","Pembiayaan Rumah Murah, Presiden Jokowi Suntik SMF Rp800 Miliar","14:35 WIB","Positive"
"19 September 2019","IHSG Sesi I Merosot ke Level 6.251","12:21 WIB","Negative"
"19 September 2019","Ibu Kota Pindah, Sulawesi Juga Akan Dapat Manfaat Ekonominya","12:19 WIB","Positive"
"19 September 2019","Kementerian PUPR Serahkan Aset Perumahan Senilai Rp1,02 Triliun","12:07 WIB","Positive"
"19 September 2019","Reaksi Sri Mulyani soal Temuan BPK Potensi Kerugian Perjalanan Dinas Rp25 Miliar","11:32 WIB","Negative"
"19 September 2019","Tampil Perdana di BEI, Saham Gunung Raja Paksi Menguat 10%","09:57 WIB","Positive"
"19 September 2019","Rupiah Pagi Ini Bergerak 2 Arah ke Rp14.066/USD","09:14 WIB","Negative"
"19 September 2019","Sempat Drop, IHSG Balik Menghijau ke 6.280","09:10 WIB","Positive"
"19 September 2019","Harga Emas Antam Turun Goceng Jadi Rp752.000/Gram","08:58 WIB","Positive"
"19 September 2019","The Fed Pangkas Suku Bunga, Dolar AS Melesat","08:34 WIB","Positive"
"19 September 2019","Harga Minyak Kian Tak Karuan Dipicu Kenaikan Stok AS","08:09 WIB","Negative"
"19 September 2019","Dilelang Rp40 Miliar, Begini Potret Rumah Masa Kecil Donald Trump","07:11 WIB","Neutral"
"19 September 2019","5 Properti Mewah Milik Donald Trump, Berlapis Emas hingga Fasilitas Komplet","06:42 WIB","Neutral"
"20 September 2019","Pemerintah Genjot Pemanfaatan KUR untuk Tingkatkan Ekonomi dan Lapangan Kerja","20:31 WIB","Positive"
"20 September 2019","Rampung 2024, Tol Serpong-Balaraja Mempercepat Pengembangan Wilayah Tangerang","20:05 WIB","Positive"
"20 September 2019","Jalan Tol Serpong-Balaraja Ditargetkan Rampung 2024","18:55 WIB","Positive"
"20 September 2019","Pasokan Minyak Australia Rentan di Tengah Konflik Timur Tengah","18:20 WIB","Negative"
